Utterance,Label
do you have anything more in formal semantics,2
do you have anything more in mathematical foundations,2
do you have anything more in image processing,2
do you have anything more in symbolic computation,2
do you have anything more in Computer Security,2
do you have anything more in concurrency,2
do you have anything more in type theory,2
do you have anything more in algorithms and data structures,2
do you have anything more in programming language theory,2
do you have anything more in Operating Systems,2
do you have anything more in formal methods,2
do you have anything more in coding theory,2
do you have anything more in Networking,2
do you have anything more in Cryptography,2
do you have anything more in distributed computing,2
do you have anything more in game theory,2
do you have anything more in relational databases,2
do you have anything more in computational physics,2
do you have anything more in boolean logic,2
do you have anything more in computational chemistry,2
do you have anything more in information retrieval,2
do you have anything more in software engineering,2
do you have anything more in Evolutionary Computing,2
do you have anything more in algorithms,2
perhaps more books in programming language pragmatics,2
perhaps more books in parallel computing,2
perhaps more books in computer graphics,2
perhaps more books in data structures,2
perhaps more books in quantum computing,2
perhaps more books in artificial intelligence,2
perhaps more books in soft computing,2
perhaps more books in bioinformatics,2
perhaps more books in theory of computation,2
perhaps more books in computational neuroscience,2
perhaps more books in mathematical logic,2
perhaps more books in Robotics,2
perhaps more books in data mining,2
perhaps more books in computer programming,2
perhaps more books in Computer Architecture,2
perhaps more books in databases,2
perhaps more books in machine learning,2
perhaps more books in communication and security,2
perhaps more books in compiler theory,2
perhaps more books in computer vision,2
perhaps more books in Natural Language Processing,2
perhaps more books in structured storage,2
perhaps more books in graph theory,2
perhaps more books in human computer interaction,2
perhaps more books in formal semantics,2
perhaps more books in mathematical foundations,2
perhaps more books in image processing,2
perhaps more books in symbolic computation,2
perhaps more books in Computer Security,2
perhaps more books in concurrency,2
perhaps more books in type theory,2
perhaps more books in algorithms and data structures,2
perhaps more books in programming language theory,2
perhaps more books in Operating Systems,2
perhaps more books in formal methods,2
perhaps more books in coding theory,2
perhaps more books in Networking,2
perhaps more books in Cryptography,2
perhaps more books in distributed computing,2
perhaps more books in game theory,2
perhaps more books in relational databases,2
perhaps more books in computational physics,2
perhaps more books in boolean logic,2
perhaps more books in computational chemistry,2
perhaps more books in information retrieval,2
perhaps more books in software engineering,2
perhaps more books in Evolutionary Computing,2
perhaps more books in algorithms,2
no,3
no i would like to see books in another topic,3
no i would like to see books in another topic like programming language pragmatics,3
no i would like to see books in another topic like parallel computing,3
no i would like to see books in another topic like computer graphics,3
no i would like to see books in another topic like data structures,3
no i would like to see books in another topic like quantum computing,3
no i would like to see books in another topic like artificial intelligence,3
no i would like to see books in another topic like soft computing,3
no i would like to see books in another topic like bioinformatics,3
no i would like to see books in another topic like theory of computation,3
no i would like to see books in another topic like computational neuroscience,3
no i would like to see books in another topic like mathematical logic,3
no i would like to see books in another topic like Robotics,3
no i would like to see books in another topic like data mining,3
no i would like to see books in another topic like computer programming,3
no i would like to see books in another topic like Computer Architecture,3
no i would like to see books in another topic like databases,3
no i would like to see books in another topic like machine learning,3
no i would like to see books in another topic like communication and security,3
no i would like to see books in another topic like compiler theory,3
no i would like to see books in another topic like computer vision,3
no i would like to see books in another topic like Natural Language Processing,3
no i would like to see books in another topic like structured storage,3
no i would like to see books in another topic like graph theory,3
no i would like to see books in another topic like human computer interaction,3
no i would like to see books in another topic like formal semantics,3
no i would like to see books in another topic like mathematical foundations,3
no i would like to see books in another topic like image processing,3
no i would like to see books in another topic like symbolic computation,3
no i would like to see books in another topic like Computer Security,3
no i would like to see books in another topic like concurrency,3
no i would like to see books in another topic like type theory,3
no i would like to see books in another topic like algorithms and data structures,3
no i would like to see books in another topic like programming language theory,3
no i would like to see books in another topic like Operating Systems,3
no i would like to see books in another topic like formal methods,3
no i would like to see books in another topic like coding theory,3
no i would like to see books in another topic like Networking,3
no i would like to see books in another topic like Cryptography,3
no i would like to see books in another topic like distributed computing,3
no i would like to see books in another topic like game theory,3
no i would like to see books in another topic like relational databases,3
no i would like to see books in another topic like computational physics,3
no i would like to see books in another topic like boolean logic,3
no i would like to see books in another topic like computational chemistry,3
no i would like to see books in another topic like information retrieval,3
no i would like to see books in another topic like software engineering,3
no i would like to see books in another topic like Evolutionary Computing,3
no i would like to see books in another topic like algorithms,3
maybe more books in,3
maybe more books like programming language pragmatics,3
maybe more books like parallel computing,3
maybe more books like computer graphics,3
maybe more books like data structures,3
maybe more books like quantum computing,3
maybe more books like artificial intelligence,3
maybe more books like soft computing,3
maybe more books like bioinformatics,3
maybe more books like theory of computation,3
maybe more books like computational neuroscience,3
maybe more books like mathematical logic,3
maybe more books like Robotics,3
maybe more books like data mining,3
maybe more books like computer programming,3
maybe more books like Computer Architecture,3
maybe more books like databases,3
maybe more books like machine learning,3
maybe more books like communication and security,3
maybe more books like compiler theory,3
maybe more books like computer vision,3
maybe more books like Natural Language Processing,3
maybe more books like structured storage,3
maybe more books like graph theory,3
maybe more books like human computer interaction,3
maybe more books like formal semantics,3
maybe more books like mathematical foundations,3
maybe more books like image processing,3
maybe more books like symbolic computation,3
maybe more books like Computer Security,3
maybe more books like concurrency,3
maybe more books like type theory,3
maybe more books like algorithms and data structures,3
maybe more books like programming language theory,3
maybe more books like Operating Systems,3
maybe more books like formal methods,3
maybe more books like coding theory,3
maybe more books like Networking,3
maybe more books like Cryptography,3
maybe more books like distributed computing,3
maybe more books like game theory,3
maybe more books like relational databases,3
maybe more books like computational physics,3
maybe more books like boolean logic,3
maybe more books like computational chemistry,3
maybe more books like information retrieval,3
maybe more books like software engineering,3
maybe more books like Evolutionary Computing,3
maybe more books like algorithms,3
no i might want to see books in another subject,3
no i might want to see books in another subject like programming language pragmatics,3
no i might want to see books in another subject like parallel computing,3
no i might want to see books in another subject like computer graphics,3
no i might want to see books in another subject like data structures,3
no i might want to see books in another subject like quantum computing,3
no i might want to see books in another subject like artificial intelligence,3
no i might want to see books in another subject like soft computing,3
no i might want to see books in another subject like bioinformatics,3
no i might want to see books in another subject like theory of computation,3
no i might want to see books in another subject like computational neuroscience,3
no i might want to see books in another subject like mathematical logic,3
no i might want to see books in another subject like Robotics,3
no i might want to see books in another subject like data mining,3
no i might want to see books in another subject like computer programming,3
no i might want to see books in another subject like Computer Architecture,3
no i might want to see books in another subject like databases,3
no i might want to see books in another subject like machine learning,3
no i might want to see books in another subject like communication and security,3
no i might want to see books in another subject like compiler theory,3
no i might want to see books in another subject like computer vision,3
no i might want to see books in another subject like Natural Language Processing,3
no i might want to see books in another subject like structured storage,3
no i might want to see books in another subject like graph theory,3
no i might want to see books in another subject like human computer interaction,3
no i might want to see books in another subject like formal semantics,3
no i might want to see books in another subject like mathematical foundations,3
no i might want to see books in another subject like image processing,3
no i might want to see books in another subject like symbolic computation,3
no i might want to see books in another subject like Computer Security,3
no i might want to see books in another subject like concurrency,3
no i might want to see books in another subject like type theory,3
no i might want to see books in another subject like algorithms and data structures,3
no i might want to see books in another subject like programming language theory,3
no i might want to see books in another subject like Operating Systems,3
no i might want to see books in another subject like formal methods,3
no i might want to see books in another subject like coding theory,3
no i might want to see books in another subject like Networking,3
no i might want to see books in another subject like Cryptography,3
no i might want to see books in another subject like distributed computing,3
no i might want to see books in another subject like game theory,3
no i might want to see books in another subject like relational databases,3
no i might want to see books in another subject like computational physics,3
no i might want to see books in another subject like boolean logic,3
no i might want to see books in another subject like computational chemistry,3
no i might want to see books in another subject like information retrieval,3
no i might want to see books in another subject like software engineering,3
no i might want to see books in another subject like Evolutionary Computing,3
no i might want to see books in another subject like algorithms,3
do you have anything else,3
do you have much else in programming language pragmatics,3
do you have much else in parallel computing,3
do you have much else in computer graphics,3
do you have much else in data structures,3
do you have much else in quantum computing,3
do you have much else in artificial intelligence,3
do you have much else in soft computing,3
do you have much else in bioinformatics,3
do you have much else in theory of computation,3
do you have much else in computational neuroscience,3
do you have much else in mathematical logic,3
do you have much else in Robotics,3
do you have much else in data mining,3
do you have much else in computer programming,3
do you have much else in Computer Architecture,3
do you have much else in databases,3
do you have much else in machine learning,3
do you have much else in communication and security,3
do you have much else in compiler theory,3
do you have much else in computer vision,3
do you have much else in Natural Language Processing,3
do you have much else in structured storage,3
do you have much else in graph theory,3
do you have much else in human computer interaction,3
do you have much else in formal semantics,3
do you have much else in mathematical foundations,3
do you have much else in image processing,3
do you have much else in symbolic computation,3
do you have much else in Computer Security,3
do you have much else in concurrency,3
do you have much else in type theory,3
do you have much else in algorithms and data structures,3
do you have much else in programming language theory,3
do you have much else in Operating Systems,3
do you have much else in formal methods,3
do you have much else in coding theory,3
do you have much else in Networking,3
do you have much else in Cryptography,3
do you have much else in distributed computing,3
do you have much else in game theory,3
do you have much else in relational databases,3
do you have much else in computational physics,3
do you have much else in boolean logic,3
do you have much else in computational chemistry,3
do you have much else in information retrieval,3
do you have much else in software engineering,3
do you have much else in Evolutionary Computing,3
do you have much else in algorithms,3
can you show another topic,3
can you display books in another topic,3
i changed my mind  i want to see another topic,3
i have decided to see another topic,3
can you please change the topic,3
no i have changed my mind from programming language pragmatics,3
no i have changed my mind from parallel computing,3
no i have changed my mind from computer graphics,3
no i have changed my mind from data structures,3
no i have changed my mind from quantum computing,3
no i have changed my mind from artificial intelligence,3
no i have changed my mind from soft computing,3
no i have changed my mind from bioinformatics,3
no i have changed my mind from theory of computation,3
no i have changed my mind from computational neuroscience,3
no i have changed my mind from mathematical logic,3
no i have changed my mind from Robotics,3
no i have changed my mind from data mining,3
no i have changed my mind from computer programming,3
no i have changed my mind from Computer Architecture,3
no i have changed my mind from databases,3
no i have changed my mind from machine learning,3
no i have changed my mind from communication and security,3
no i have changed my mind from compiler theory,3
no i have changed my mind from computer vision,3
no i have changed my mind from Natural Language Processing,3
no i have changed my mind from structured storage,3
no i have changed my mind from graph theory,3
no i have changed my mind from human computer interaction,3
no i have changed my mind from formal semantics,3
no i have changed my mind from mathematical foundations,3
no i have changed my mind from image processing,3
no i have changed my mind from symbolic computation,3
no i have changed my mind from Computer Security,3
no i have changed my mind from concurrency,3
no i have changed my mind from type theory,3
no i have changed my mind from algorithms and data structures,3
no i have changed my mind from programming language theory,3
no i have changed my mind from Operating Systems,3
no i have changed my mind from formal methods,3
no i have changed my mind from coding theory,3
no i have changed my mind from Networking,3
no i have changed my mind from Cryptography,3
no i have changed my mind from distributed computing,3
no i have changed my mind from game theory,3
no i have changed my mind from relational databases,3
no i have changed my mind from computational physics,3
no i have changed my mind from boolean logic,3
no i have changed my mind from computational chemistry,3
no i have changed my mind from information retrieval,3
no i have changed my mind from software engineering,3
no i have changed my mind from Evolutionary Computing,3
no i have changed my mind from algorithms,3
i have decided to change from programming language pragmatics,3
i have decided to change from parallel computing,3
i have decided to change from computer graphics,3
i have decided to change from data structures,3
i have decided to change from quantum computing,3
i have decided to change from artificial intelligence,3
i have decided to change from soft computing,3
i have decided to change from bioinformatics,3
i have decided to change from theory of computation,3
i have decided to change from computational neuroscience,3
i have decided to change from mathematical logic,3
i have decided to change from Robotics,3
i have decided to change from data mining,3
i have decided to change from computer programming,3
i have decided to change from Computer Architecture,3
i have decided to change from databases,3
i have decided to change from machine learning,3
i have decided to change from communication and security,3
i have decided to change from compiler theory,3
i have decided to change from computer vision,3
i have decided to change from Natural Language Processing,3
i have decided to change from structured storage,3
i have decided to change from graph theory,3
i have decided to change from human computer interaction,3
i have decided to change from formal semantics,3
i have decided to change from mathematical foundations,3
i have decided to change from image processing,3
i have decided to change from symbolic computation,3
i have decided to change from Computer Security,3
i have decided to change from concurrency,3
i have decided to change from type theory,3
i have decided to change from algorithms and data structures,3
i have decided to change from programming language theory,3
i have decided to change from Operating Systems,3
i have decided to change from formal methods,3
i have decided to change from coding theory,3
i have decided to change from Networking,3
i have decided to change from Cryptography,3
i have decided to change from distributed computing,3
i have decided to change from game theory,3
i have decided to change from relational databases,3
i have decided to change from computational physics,3
i have decided to change from boolean logic,3
i have decided to change from computational chemistry,3
i have decided to change from information retrieval,3
i have decided to change from software engineering,3
i have decided to change from Evolutionary Computing,3
i have decided to change from algorithms,3
