topic,book
algorithms and data structures,Guide to experimental algorithmics
algorithms and data structures,Data structures and algorithms in JAVA
algorithms and data structures,Mining of data with complex structures
algorithms and data structures,Data structures and algorithms using C
algorithms and data structures,Data structures and algorithms in java
algorithms and data structures,Data structures algorithms and object oriented programming
algorithms and data structures,Handbook of parallel computing :
bioinformatics,Biotechnology VOL 5B
bioinformatics,Introduction to bioinformatics
bioinformatics,Protein bioinformatics
bioinformatics,Bioinformatics programming using python
bioinformatics,Statisical methods in bioinformatics
bioinformatics,Developing bioinformatics computer skills
bioinformatics,Introduction to machine learning and bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Handbook of hidden markov models in bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics technologies
bioinformatics,Introduction to bioinformatics
bioinformatics,New developments in biostatistics and bioinformatics
bioinformatics,Python for bioinformatics
bioinformatics,Bioinformatics
bioinformatics,R programming for bioinformatics
bioinformatics,Bioinformatics algorithms
bioinformatics,Introduction to bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Knowledge discovery in bioinformatics
bioinformatics,Cell biologist's guide to modeling and bioinformatics
bioinformatics,Bioinformatics - from genomes to therapies. VOL 3
bioinformatics,Bioinformatics - from genomes to therapies. VOL 2
bioinformatics,Bioinformatics - from genomes to therapies. VOL 1
bioinformatics,Algorithmic aspects of bioinformatics
bioinformatics,Intelligent bioinformatics
bioinformatics,Bioinformatics in the post-genomic era
bioinformatics,Bioinformatics
bioinformatics,DNA sequencing
bioinformatics,New avenues in bioinformatics
bioinformatics,Microarray bioinformatics
bioinformatics,Essential bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Evolutionary bioinformatics
bioinformatics,Bioinformatics of genome regulation and structure. PART 2
bioinformatics,Handbook of genome research. VOL 2
bioinformatics,Handbook of genome research. VOL 1
bioinformatics,Data mining in bioinformatics
bioinformatics,Algorithms in bioinformatics
bioinformatics,Bioinformatics of genome regulation and structure
bioinformatics,Statistical methods in bioinformatics
bioinformatics,XML for bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics in pharma industry
bioinformatics,Bioinformatics and computational biology solutions using R and bioconductor
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics. VOL 2
bioinformatics,Bioinformatics. VOL 1
bioinformatics,Dictionary of bioinformatics and computational biology
bioinformatics,Bioinformatics
bioinformatics,Algorithms in bioinformatics
bioinformatics,Statistical methods in bioinformatics
bioinformatics,Practical bioinformatics
bioinformatics,Bioinformatics of genome regulation and structure
bioinformatics,XML for bioinformatics
bioinformatics,DNA sequencing
bioinformatics,Bioinformatics and molecular evolution
bioinformatics,Bioinformatics
bioinformatics,Projects in bioinformatics
bioinformatics,Bioinformatics computing
bioinformatics,"Discovering genomics, proteomics, and bioinformatics"
bioinformatics,Bioinformatics computing
bioinformatics,Perl programming for bioinformatics and biologists
bioinformatics,Bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Introduction to bioinformatics algorithms
bioinformatics,Algorithms in bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Basic bioinformatics
bioinformatics,Algorithms in bioinformatics
bioinformatics,Probabilistic modeling in bioinformatics and medical informatics
bioinformatics,Introduction to bioinformatics algorithms
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics computing
bioinformatics,Genomic perl
bioinformatics,Microarray bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics computing
bioinformatics,Bioinformatics methods and applications
bioinformatics,Fundamental concepts of bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Fundamental concepts of bioinformatics
bioinformatics,Bioinformatics computing
bioinformatics,Introduction to bioinformatics
bioinformatics,Essentials of genomics and bioinformatics
bioinformatics,Genomic perl
bioinformatics,Introduction to bioinformatics
bioinformatics,Bioinformatics using computational intelligence paradgims
bioinformatics,Bioinformatics technologies
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Introduction to bioinformatics
bioinformatics,Bioinformatics
bioinformatics,MicroRNA cancer regulation
bioinformatics,Bioinformatics and functional genomics
bioinformatics,Bioinformatics methods and applications
bioinformatics,Introduction to bioinformatics
bioinformatics,Bioinformatics and drug discovery
bioinformatics,Practical bioinformatics
bioinformatics,Bioinformatics database systems
bioinformatics,Algorithms for next generation sequencing
bioinformatics,Elements of statistical learning
bioinformatics,Structural bioinformatics
communication and security,Classical introduction to cryptography
communication and security,Network security
communication and security,Network security
communication and security,Classical introduction to cryptography
communication and security,Network security
communication and security,Quality of service in heterogeneous networks
communication and security,Wireless Sensor and Mobile Ad Hoc Networks
communication and security,Advanced automotive fault diagnosis
communication and security,Bio inspired materials and sensing systems
communication and security,Introduction to modern cryptography
computational chemistry,Computational quantum chemistry. PART 2
computational chemistry,Computational quantum chemistry
computational chemistry,Basics of theoretical and computational chemistry
computational chemistry,Optimization in computational chemistry and molecular biology
computational chemistry,Computational chemistry
computational chemistry,Introduction to computational chemistry
computational chemistry,Computational chemistry
computational chemistry,Computational chemistry
computational chemistry,Handbook of computational quantum chemistry
computational chemistry,Computational chemistry of solid state materials
computational chemistry,Essentials of computational chemistry
computational chemistry,Computational chemistry
computational chemistry,Bioinformatics and drug discovery
computational chemistry,Spectral Methods in Chemistry and Physics
computational chemistry,Encyclopedia of Distances
computational chemistry,Experimental Methods for the Analysis of Optimization Algorithms
computational chemistry,Harmonic Analysis of Spherical Functions on Real Reductive Groups
computational neuroscience,Theoretical neuroscience
computational neuroscience,Cambridge handbook of biolinguistics
computer programming,CNC programming
computer programming,Computer numerical control
computer programming,R programming for bioinformatics
computer programming,Computer fundamentals and programming in C
computer programming,Programming of computer numerically controlled machines
computer programming,Programming and problem solving through C
computer programming,Learning computer programming
computer programming,Computer and 'c' programming language
computer programming,Programming and problem solving through C
computer programming,Computer numerical control
computer programming,Art of computer programming. VOL III
computer programming,Art of computer programming. VOL II
computer programming,Art of computer programming. VOL I
computer programming,Mathematical and computer programming techniques for computer graphics
computer programming,Computer numerical control
computer programming,Computer science
computer programming,"Concepts, techniques, and models of computer programming"
computer programming,Programming with class
computer programming,Parallel computers
computer programming,Textbook of computer oriented numerical methods and linear programming
computer programming,Computer programming in FORTRAN 90 and 95
computer programming,C programming for engineers and computer science
computer programming,Computer graphics
computer programming,"Concepts, techniques, and models of computer programming"
computer programming,Computer programming laboratory manual
computer programming,Computer concepts and c programming
computer programming,Parallel computers
computer programming,Art of computer programming. VOL III
computer programming,Art of computer programming. VOL II
computer programming,Art of computer programming. VOL I
computer programming,Parallel computers
computer programming,Problem solving and computer programming
computer programming,Computer programming and architecture
computer programming,Computer programming in COBOL
computer programming,Computer programming in COBOL
computer programming,Computer programming in fortran 77
computer programming,Computer programming in pascal
computer programming,Textbook on computer programming
computer programming,Computer programming
computer programming,Computer programming in COBOL
computer programming,Art of computer programming VOL 4A
computer programming,Making music with computers
computer programming,Mastering openCV android application programming
computer programming,Modern Fortran:
computer programming,Computer arithmetic VOL. 1
computer programming,Elementary number theory with programming
computer programming,Introduction to computational models with Python
computer programming,Discovering computer science
computer programming,Manufacturing automation :
computer programming,Software essentials
computer programming,CUDA Fortran for scientists and engineers
computer programming,Systematic program design
computer programming,Programming
computer programming,Programming
computer programming,Bayesian programming
computer programming,Bayesian programming
computer programming,Introduction to computation and programming using Python
computer programming,Experimental Methods for the Analysis of Optimization Algorithms
computer programming,Eloquent javascript
computer programming,Programming language pragmatics
computer programming,Programming Python
computer programming,Object oriented analysis and design with applications
computer programming,Java 8 lambdas
computer programming,Microprocessors and interfacing
computer programming,Hackers and painters
computer programming,Prolog programming for artificial intelligence
computer programming,Head first C
computer programming,Design for embedded image processing on FPGAS
computer programming,Design for embedded image processing on FPGAS
computer programming,Computing universe
computer programming,Programming language explorations
computer programming,Discovering computer science
computer programming,Accelerated C++
computer programming,Introduction to algorithms
computer programming,Resource management in real time systems and networks
computer programming,Practical foundations for programming languages
computer programming,Programming in java
computer programming,C++ program design
computer programming,Data structures algorithms and object oriented programming
computer programming,Essentials of programming languages
computer programming,Java
computer programming,Domain theoretic foundations of functional programming
computer programming,Theory of randomized search heuristics
computer programming,Clean coder
computer programming,Java
computer programming,Programming in objective C
computer programming,Handbook of parallel computing :
computer programming,Machine learning with Python cookbook :
computer programming,Practical programming
computer programming,Proof and computation :
computer programming,Cyberpsychology :
computer programming,Programming in C++
computer programming,Programming with C
databases,Random walks and diffusions on graphs and databases
databases,Data management
databases,XML 1.1 programming bible
databases,Fuzzy databases
databases,Inside relational databases
databases,Guided tour of relational databases and beyond
databases,Relational databases
databases,Relational databases
databases,Relational databases
databases,Genetics databases
databases,Learn to program visual basic databases
databases,Genomes and databases on the internet
databases,Beginning visual basic 2005 databases
databases,Starting out with oracle
databases,Distributed databases
databases,Databases
databases,Beginning VB.NET databases
databases,Beginning ASP.NET 1.1 databases
databases,Fundamentals of relational databases
databases,Massively parallel databases and mapreduce systems
databases,Course in in-memory data management
databases,Networking for big data
databases,Web data management
databases,Data science and analytics with python
databases,Blockchain applications
databases,Handbook on reasoning based intelligent systems
formal methods,Formal methods
formal methods,Democratization and research methods
formal methods,Lectures in Abstract Algebra
human computer interaction,Human-computer interaction
human computer interaction,Interaction design
human computer interaction,Human computer interaction
human computer interaction,Human - computer interaction
human computer interaction,Human-computer interaction
human computer interaction,Human-computer interaction
human computer interaction,Automotive ergonomics
human computer interaction,Designing connected products
human computer interaction,Cyberpsychology :
mathematical foundations,Mathematical and algorithmic foundations of the internet
mathematical foundations,Mathematical foundations of computer networking
mathematical foundations,"Mathematical foundations of scientific visualization, computer graphics, and massive data exploration"
mathematical foundations,Mathematical logic and the foundations of mathematics
mathematical foundations,Mathematical foundations of quantum mechanics
mathematical foundations,Mathematical foundations of statistical mechanics
mathematical foundations,Mathematical foundations of quantum staitstics
mathematical foundations,Mathematical foundations of elasticity
mathematical foundations,Introduction to the mathematical and statistical foundations of econometrics
mathematical foundations,Foundations of mathematical genetics
mathematical foundations,Mathematical foundations
mathematical foundations,Lectures on quantum theory
mathematical foundations,Course in mathematical analysis VOL. 1
mathematical foundations,Musimathics VOL. 2
mathematical foundations,Musimathics VOL. 1
mathematical foundations,Foundations of analysis
mathematical foundations,Introduction to cryptography
mathematical foundations,Fractal geometry
mathematical foundations,Lobachevsky Geometry and Modern Nonlinear Problems
mathematical foundations,Quantitative graph theory
mathematical foundations,Mathematical foundations of infinite dimensional statistical models
mathematical foundations,Theory of randomized search heuristics
mathematical foundations,Foundations and applications of statistics
mathematical foundations,Deep learning :
mathematical foundations,Picturing quantum processes :
mathematical foundations,Mathematical foundations of neuroscience
quantum computing,Explorations in quantum computing
quantum computing,Quantum computing
quantum computing,Introduction to quantum computing algorithms
quantum computing,Introduction to quantum computing
quantum computing,Quantum computing for computer scientists
quantum computing,Quantum computing
quantum computing,Quantum computing and communications
quantum computing,Quantum computing devices
quantum computing,Quantum computing devices
quantum computing,Experimental aspects of quantum computing
quantum computing,Experimental aspects of quantum computing
quantum computing,Quantum computing
quantum computing,Quantum computing for computer scientists
quantum computing,Quantum computing for computer scientists
quantum computing,Quantum computing for computer scientists
quantum computing,Cross disciplinary advances in quantum computing
quantum computing,Introduction to cryptography
quantum computing,Coming of Age With Quantum Information :
quantum computing,Computing universe
quantum computing,Quantum computing since democritus
quantum computing,Picturing quantum processes :
software engineering,Software development
software engineering,Modeling in event-B
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Mythical man-month
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Practical support for lean six sigma software process definition
software engineering,Reuse based software engineering
software engineering,Human aspects of software engineering
software engineering,Software quality engineering
software engineering,What every engineer should know about software engineering
software engineering,Handbook of software engineering and knowledge engineering. VOL 3
software engineering,Handbook of software engineering and knowledge engineering. VOL 2
software engineering,Handbook of software engineering and knowledge engineering. VOL 1
software engineering,Art and technology of software enginering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering
software engineering,Fundamentals of software engineering
software engineering,Core C++
software engineering,Software engineering project management
software engineering,Software engineering
software engineering,Software engineering
software engineering,Software engineering fundamentals
software engineering,Controllers and microcomputers
software engineering,Essentials of software engineering
software engineering,Software engineering with Java
software engineering,Software engineering
software engineering,Software engineering concepts
software engineering,Object oriented and classical software engineering
software engineering,Software engineering
software engineering,Fundamentals of software engineering
software engineering,Software engineering
software engineering,Software engineering fundamentals
software engineering,Software engineering
software engineering,Software engineering project management
software engineering,Software engineering
software engineering,Software engineering
software engineering,Mythical man-month
software engineering,Software engineering
software engineering,Software engineering 3
software engineering,Software engineering 2
software engineering,Software engineering 1
software engineering,Conversations about challenges in computing
software engineering,Low-Power VLSI Circuits and Systems
software engineering,Handbook of personal area networking technologies and protocols
software engineering,Smartphone energy consumption
software engineering,Software essentials
software engineering,Data flow analysis
software engineering,Vibration analysis instruments and signal processing
software engineering,Computing universe
software engineering,Object oriented Software Engineering
software engineering,Software engineering
software engineering,Fundamentals of software engineering
software engineering,Software engineering
software engineering,Advanced automotive fault diagnosis
software engineering,Machine learning with Python cookbook :
